MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Flugzeugbewegungen,Starts und Landungen insgesamt,2013,201307,34619,35613,1.18,-2.79,32155
Flugzeugbewegungen,Starts und Landungen insgesamt,2013,201308,32273,33060,-6.78,-2.38,32090
Flugzeugbewegungen,Starts und Landungen insgesamt,2013,201309,34635,35037,7.32,-1.15,32056
Flugzeugbewegungen,Starts und Landungen insgesamt,2013,201310,34499,35704,-0.39,-3.37,31956
Flugzeugbewegungen,Starts und Landungen insgesamt,2013,201311,30932,31788,-10.34,-2.69,31884
Flugzeugbewegungen,Starts und Landungen insgesamt,2013,201312,27528,28188,-11,-2.34,31829
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,Summe,398039,409956,,-2.91,
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201201,30354,31238,0.61,-2.83,34089
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201202,30583,30647,0.75,-0.21,34084
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201203,33913,34912,10.89,-2.86,34001
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201204,32929,33959,-2.9,-3.03,33915
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201205,35838,37033,8.83,-3.23,33815
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201206,35032,34929,-2.25,0.29,33824
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201207,35613,36535,1.66,-2.52,33747
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201208,33060,34821,-7.17,-5.06,33600
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201209,35037,36651,5.98,-4.4,33466
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201210,35704,36241,1.9,-1.48,33421
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201211,31788,32820,-10.97,-3.14,33335
Flugzeugbewegungen,Starts und Landungen insgesamt,2012,201212,28188,30170,-11.33,-6.57,33170
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,Summe,409956,389939,,5.13,
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201101,31238,27421,10.19,13.92,32813
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201102,30647,27525,-1.89,11.34,33073
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201103,34912,33284,13.92,4.89,33209
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201104,33959,27585,-2.73,23.11,33740
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201105,37033,34549,9.05,7.19,33947
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201106,34929,35344,-5.68,-1.17,33912
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201107,36535,36081,4.6,1.26,33950
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201108,34821,34115,-4.69,2.07,34009
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201109,36651,36241,5.26,1.13,34043
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201110,36241,36426,-1.12,-0.51,34028
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201111,32820,33019,-9.44,-0.6,34011
Flugzeugbewegungen,Starts und Landungen insgesamt,2011,201112,30170,28349,-8.07,6.42,34163
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,Summe,389939,396805,,-1.73,
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201001,27421,29052,-4.77,-5.61,32931
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201002,27525,29926,0.38,-8.02,32731
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201003,33284,34580,20.92,-3.75,32623
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201004,27585,33611,-17.12,-17.93,32121
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201005,34549,35229,25.25,-1.93,32064
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201006,35344,34485,2.3,2.49,32136
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201007,36081,35085,2.09,2.84,32219
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201008,34115,33121,-5.45,3,32302
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201009,36241,35323,6.23,2.6,32378
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201010,36426,35486,0.51,2.65,32457
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201011,33019,32114,-9.35,2.82,32532
Flugzeugbewegungen,Starts und Landungen insgesamt,2010,201012,28349,28793,-14.14,-1.54,32495
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,Summe,396805,432296,,-8.21,
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200901,29052,32444,-3.55,-10.45,35742
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200902,29926,33888,3.01,-11.69,35412
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200903,34580,35411,15.55,-2.35,35343
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200904,33611,37629,-2.8,-10.68,35008
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200905,35229,38516,4.81,-8.53,34734
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200906,34485,38763,-2.11,-11.04,34377
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200907,35085,38003,1.74,-7.68,34134
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200908,33121,36270,-5.6,-8.68,33872
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200909,35323,38945,6.65,-9.3,33570
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200910,35486,38534,0.46,-7.91,33316
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200911,32114,33772,-9.5,-4.91,33178
Flugzeugbewegungen,Starts und Landungen insgesamt,2009,200912,28793,30121,-10.34,-4.41,33067
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,Summe,432296,431815,,0.11,
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200801,32444,30807,-0.05,5.31,36121
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200802,33888,31943,4.45,6.09,36283
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200803,35411,36306,4.49,-2.47,36209
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200804,37629,35413,6.26,6.26,36393
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200805,38516,38250,2.36,0.7,36415
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200806,38763,37527,0.64,3.29,36518
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200807,38003,38578,-1.96,-1.49,36470
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200808,36270,37327,-4.56,-2.83,36382
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200809,38945,38210,7.38,1.92,36444
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200810,38534,38809,-1.06,-0.71,36421
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200811,33772,36184,-12.36,-6.67,36220
Flugzeugbewegungen,Starts und Landungen insgesamt,2008,200812,30121,32461,-10.81,-7.21,36025
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,Summe,431815,411335,,4.98,
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200701,30807,29926,-2.4,2.94,34351
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200702,31943,29764,3.69,7.32,34533
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200703,36306,34201,13.66,6.15,34708
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200704,35413,32815,-2.46,7.92,34925
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200705,38250,36572,8.01,4.59,35065
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200706,37527,36278,-1.89,3.44,35169
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200707,38578,37084,2.8,4.03,35293
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200708,37327,35606,-3.24,4.83,35437
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200709,38210,36793,2.37,3.85,35555
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200710,38809,36171,1.57,7.29,35775
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200711,36184,34560,-6.76,4.7,35910
Flugzeugbewegungen,Starts und Landungen insgesamt,2007,200712,32461,31565,-10.29,2.84,35985
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,Summe,411335,398838,,3.13,
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200601,29926,27683,-0.58,8.1,33423
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200602,29764,28497,-0.54,4.45,33529
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200603,34201,32450,14.91,5.4,33675
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200604,32815,34653,-4.05,-5.3,33522
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200605,36572,35394,11.45,3.33,33620
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200606,36278,36021,-0.8,0.71,33641
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200607,37084,35455,2.22,4.59,33777
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200608,35606,34307,-3.99,3.79,33885
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200609,36793,36144,3.33,1.8,33939
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200610,36171,35192,-1.69,2.78,34021
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200611,34560,32942,-4.45,4.91,34156
Flugzeugbewegungen,Starts und Landungen insgesamt,2006,200612,31565,30100,-8.67,4.87,34278
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,Summe,398838,383110,,4.11,
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200501,27683,27666,-3.11,0.06,31927
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200502,28497,27840,2.94,2.36,31982
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200503,32450,31503,13.87,3.01,32061
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200504,34653,30687,6.79,12.92,32391
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200505,35394,33314,2.14,6.24,32565
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200506,36021,33571,1.77,7.3,32769
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200507,35455,34344,-1.57,3.23,32862
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200508,34307,33434,-3.24,2.61,32934
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200509,36144,35209,5.35,2.66,33012
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200510,35192,34631,-2.63,1.62,33059
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200511,32942,32339,-6.39,1.86,33109
Flugzeugbewegungen,Starts und Landungen insgesamt,2005,200512,30100,28572,-8.63,5.35,33237
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,Summe,383110,355602,,7.74,
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200401,27666,28403,2.61,-2.59,29572
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200402,27840,26948,0.63,3.31,29646
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200403,31503,30401,13.16,3.62,29738
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200404,30687,29838,-2.59,2.85,29809
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200405,33314,30395,8.56,9.6,30052
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200406,33571,29949,0.77,12.09,30354
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200407,34344,31016,2.3,10.73,30631
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200408,33434,30102,-2.65,11.07,30909
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200409,35209,30886,5.31,14,31269
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200410,34631,31166,-1.64,11.12,31558
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200411,32339,29535,-6.62,9.49,31792
Flugzeugbewegungen,Starts und Landungen insgesamt,2004,200412,28572,26963,-11.65,5.97,31926
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,Summe,355602,344405,,3.25,
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200301,28403,26026,7.82,9.13,28899
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200302,26948,24575,-5.12,9.66,29096
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200303,30401,27696,12.81,9.77,29322
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200304,29838,28645,-1.85,4.16,29421
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200305,30395,29604,1.87,2.67,29487
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200306,29949,29581,-1.47,1.24,29518
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200307,31016,30623,3.56,1.28,29550
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200308,30102,30558,-2.95,-1.49,29512
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200309,30886,30851,2.6,0.11,29515
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200310,31166,30810,0.91,1.16,29545
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200311,29535,29092,-5.23,1.52,29582
Flugzeugbewegungen,Starts und Landungen insgesamt,2003,200312,26963,26344,-8.71,2.35,29634
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,Summe,344405,337653,,2,
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200201,26026,25730,8.5,1.15,28162
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200202,24575,24048,-5.58,2.19,28206
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200203,27696,28141,12.7,-1.58,28169
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200204,28645,28375,3.43,0.95,28192
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200205,29604,30136,3.35,-1.77,28147
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200206,29581,29466,-0.08,0.39,28157
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200207,30623,30733,3.52,-0.36,28148
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200208,30558,30117,-0.21,1.46,28185
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200209,30851,29687,0.96,3.92,28282
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200210,30810,29708,-0.13,3.71,28373
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200211,29092,27524,-5.58,5.7,28504
Flugzeugbewegungen,Starts und Landungen insgesamt,2002,200212,26344,23988,-9.45,9.82,28700
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,Summe,337653,319009,,5.84,
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200101,25730,23654,6.74,8.78,26757
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200102,24048,24023,-6.54,0.1,26759
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200103,28141,26320,17.02,6.92,26911
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200104,28375,25454,0.83,11.48,27154
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200105,30136,28154,6.21,7.04,27320
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200106,29466,27595,-2.22,6.78,27475
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200107,30733,28277,4.3,8.69,27680
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200108,30117,27991,-2,7.6,27857
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200109,29687,28175,-1.43,5.37,27983
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200110,29708,28303,0.07,4.96,28100
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200111,27524,26957,-7.35,2.1,28148
Flugzeugbewegungen,Starts und Landungen insgesamt,2001,200112,23988,24106,-12.85,-0.49,28138
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,Summe,319009,,,,
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200001,23654,,,,23654
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200002,24023,,1.56,,23839
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200003,26320,,9.56,,24666
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200004,25454,,-3.29,,24863
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200005,28154,,10.61,,25521
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200006,27595,,-1.99,,25867
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200007,28277,,2.47,,26211
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200008,27991,,-1.01,,26434
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200009,28175,,0.66,,26627
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200010,28303,,0.45,,26795
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200011,26957,,-4.76,,26809
Flugzeugbewegungen,Starts und Landungen insgesamt,2000,200012,24106,,-10.58,,26584
