MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Fluggäste,Einsteigende,2016,201604,1664457,1635324,-0.66,1.78,1712097
Fluggäste,Einsteigende,2016,201605,1837865,1869041,10.42,-1.67,1709499
Fluggäste,Einsteigende,2016,201606,1916491,1819561,4.28,5.33,1717576
Fluggäste,Einsteigende,2016,201607,2074416,1973399,8.24,5.12,1725995
Fluggäste,Einsteigende,2016,201608,2046162,2039613,-1.36,0.32,1726540
Fluggäste,Einsteigende,2016,201609,2019920,1892429,-1.28,6.74,1737165
Fluggäste,Einsteigende,2016,201610,1992608,1940725,-1.35,2.67,1741488
Fluggäste,Einsteigende,2016,201611,1499530,1480726,-24.75,1.27,1743055
Fluggäste,Einsteigende,2016,201612,1540487,1426666,2.73,7.98,1752540
Fluggäste,Einsteigende,2015,Summe,20398313,19760723,,3.23,
Fluggäste,Einsteigende,2015,201501,1320198,1279564,-5.9,3.18,1650113
Fluggäste,Einsteigende,2015,201502,1362446,1348083,3.2,1.07,1651310
Fluggäste,Einsteigende,2015,201503,1638185,1576471,20.24,3.91,1656453
Fluggäste,Einsteigende,2015,201504,1635324,1561956,-0.17,4.7,1662567
Fluggäste,Einsteigende,2015,201505,1869041,1759395,14.29,6.23,1671704
Fluggäste,Einsteigende,2015,201506,1819561,1792906,-2.65,1.49,1673925
Fluggäste,Einsteigende,2015,201507,1973399,1905596,8.45,3.56,1679576
Fluggäste,Einsteigende,2015,201508,2039613,1924635,3.36,5.97,1689157
Fluggäste,Einsteigende,2015,201509,1892429,1845342,-7.22,2.55,1693081
Fluggäste,Einsteigende,2015,201510,1940725,1827219,2.55,6.21,1702540
Fluggäste,Einsteigende,2015,201511,1480726,1536600,-23.7,-3.64,1697884
Fluggäste,Einsteigende,2015,201512,1426666,1402956,-3.65,1.69,1699859
Fluggäste,Einsteigende,2014,Summe,19760723,19257666,,2.61,
Fluggäste,Einsteigende,2014,201401,1279564,1273555,-6.08,0.47,1605306
Fluggäste,Einsteigende,2014,201402,1348083,1326983,5.35,1.59,1607065
Fluggäste,Einsteigende,2014,201403,1576471,1617400,16.94,-2.53,1603654
Fluggäste,Einsteigende,2014,201404,1561956,1548924,-0.92,0.84,1604740
Fluggäste,Einsteigende,2014,201405,1759395,1742157,12.64,0.99,1606176
Fluggäste,Einsteigende,2014,201406,1792906,1726957,1.9,3.82,1611672
Fluggäste,Einsteigende,2014,201407,1905596,1836081,6.29,3.79,1617465
Fluggäste,Einsteigende,2014,201408,1924635,1826657,1,5.36,1625630
Fluggäste,Einsteigende,2014,201409,1845342,1762991,-4.12,4.67,1632492
Fluggäste,Einsteigende,2014,201410,1827219,1778194,-0.98,2.76,1636578
Fluggäste,Einsteigende,2014,201411,1536600,1455362,-15.9,5.58,1643348
Fluggäste,Einsteigende,2014,201412,1402956,1362405,-8.7,2.98,1646727
Fluggäste,Einsteigende,2013,Summe,19257666,19079691,,0.93,
Fluggäste,Einsteigende,2013,201301,1273555,1303704,-6.1,-2.31,1587462
Fluggäste,Einsteigende,2013,201302,1326983,1335074,4.2,-0.61,1586788
Fluggäste,Einsteigende,2013,201303,1617400,1577648,21.89,2.52,1590100
Fluggäste,Einsteigende,2013,201304,1548924,1565059,-4.23,-1.03,1588756
Fluggäste,Einsteigende,2013,201305,1742157,1749704,12.48,-0.43,1588127
Fluggäste,Einsteigende,2013,201306,1726957,1671970,-0.87,3.29,1592709
Fluggäste,Einsteigende,2013,201307,1836081,1823578,6.32,0.69,1593751
Fluggäste,Einsteigende,2013,201308,1826657,1774299,-0.51,2.95,1598114
Fluggäste,Einsteigende,2013,201309,1762991,1709892,-3.49,3.11,1602539
Fluggäste,Einsteigende,2013,201310,1778194,1753700,0.86,1.4,1604580
Fluggäste,Einsteigende,2013,201311,1455362,1458717,-18.16,-0.23,1604301
Fluggäste,Einsteigende,2013,201312,1362405,1356346,-6.39,0.45,1604806
Fluggäste,Einsteigende,2012,Summe,19079691,18782604,,1.58,
Fluggäste,Einsteigende,2012,201201,1303704,1258096,-5.94,3.63,1569018
Fluggäste,Einsteigende,2012,201202,1335074,1254550,2.41,6.42,1575728
Fluggäste,Einsteigende,2012,201203,1577648,1478940,18.17,6.67,1583954
Fluggäste,Einsteigende,2012,201204,1565059,1540087,-0.8,1.62,1586035
Fluggäste,Einsteigende,2012,201205,1749704,1704790,11.8,2.63,1589778
Fluggäste,Einsteigende,2012,201206,1671970,1674739,-4.44,-0.17,1589547
Fluggäste,Einsteigende,2012,201207,1823578,1830126,9.07,-0.36,1589001
Fluggäste,Einsteigende,2012,201208,1774299,1754412,-2.7,1.13,1590658
Fluggäste,Einsteigende,2012,201209,1709892,1709634,-3.63,0.02,1590680
Fluggäste,Einsteigende,2012,201210,1753700,1725256,2.56,1.65,1593050
Fluggäste,Einsteigende,2012,201211,1458717,1465995,-16.82,-0.5,1592444
Fluggäste,Einsteigende,2012,201212,1356346,1385979,-7.02,-2.14,1589974
Fluggäste,Einsteigende,2011,Summe,18782604,17279610,,8.7,
Fluggäste,Einsteigende,2011,201101,1258096,1057984,0.16,18.91,1456644
Fluggäste,Einsteigende,2011,201102,1254550,1086464,-0.28,15.47,1470651
Fluggäste,Einsteigende,2011,201103,1478940,1455933,17.89,1.58,1472568
Fluggäste,Einsteigende,2011,201104,1540087,1135881,4.13,35.59,1506252
Fluggäste,Einsteigende,2011,201105,1704790,1571744,10.69,8.46,1517339
Fluggäste,Einsteigende,2011,201106,1674739,1559373,-1.76,7.4,1526953
Fluggäste,Einsteigende,2011,201107,1830126,1702262,9.28,7.51,1537608
Fluggäste,Einsteigende,2011,201108,1754412,1677551,-4.14,4.58,1544013
Fluggäste,Einsteigende,2011,201109,1709634,1669358,-2.55,2.41,1547370
Fluggäste,Einsteigende,2011,201110,1725256,1711617,0.91,0.8,1548506
Fluggäste,Einsteigende,2011,201111,1465995,1395352,-15.03,5.06,1554393
Fluggäste,Einsteigende,2011,201112,1385979,1256091,-5.46,10.34,1565217
Fluggäste,Einsteigende,2010,Summe,17279610,16299630,,6.01,
Fluggäste,Einsteigende,2010,201001,1057984,1068089,-11.08,-0.95,1357460
Fluggäste,Einsteigende,2010,201002,1086464,1119696,2.69,-2.97,1354691
Fluggäste,Einsteigende,2010,201003,1455933,1291326,34.01,12.75,1368408
Fluggäste,Einsteigende,2010,201004,1135881,1356284,-21.98,-16.25,1350041
Fluggäste,Einsteigende,2010,201005,1571744,1445496,38.37,8.73,1360562
Fluggäste,Einsteigende,2010,201006,1559373,1400178,-0.79,11.37,1373828
Fluggäste,Einsteigende,2010,201007,1702262,1533947,9.16,10.97,1387855
Fluggäste,Einsteigende,2010,201008,1677551,1562033,-1.45,7.4,1397481
Fluggäste,Einsteigende,2010,201009,1669358,1502169,-0.49,11.13,1411414
Fluggäste,Einsteigende,2010,201010,1711617,1560958,2.53,9.65,1423968
Fluggäste,Einsteigende,2010,201011,1395352,1269695,-18.48,9.9,1434440
Fluggäste,Einsteigende,2010,201012,1256091,1189759,-9.98,5.58,1439968
Fluggäste,Einsteigende,2009,Summe,16299630,17218404,,-5.34,
Fluggäste,Einsteigende,2009,200901,1068089,1190695,-6.2,-10.3,1424650
Fluggäste,Einsteigende,2009,200902,1119696,1259021,4.83,-11.07,1413039
Fluggäste,Einsteigende,2009,200903,1291326,1394031,15.33,-7.37,1404481
Fluggäste,Einsteigende,2009,200904,1356284,1485695,5.03,-8.71,1393696
Fluggäste,Einsteigende,2009,200905,1445496,1578171,6.58,-8.41,1382640
Fluggäste,Einsteigende,2009,200906,1400178,1572583,-3.14,-10.96,1368273
Fluggäste,Einsteigende,2009,200907,1533947,1600816,9.55,-4.18,1362701
Fluggäste,Einsteigende,2009,200908,1562033,1603650,1.83,-2.6,1359233
Fluggäste,Einsteigende,2009,200909,1502169,1566914,-3.83,-4.13,1353837
Fluggäste,Einsteigende,2009,200910,1560958,1553435,3.91,0.48,1354464
Fluggäste,Einsteigende,2009,200911,1269695,1274678,-18.66,-0.39,1354049
Fluggäste,Einsteigende,2009,200912,1189759,1138715,-6.3,4.48,1358303
Fluggäste,Einsteigende,2008,Summe,17218404,16917863,,1.78,
Fluggäste,Einsteigende,2008,200801,1190695,1093663,-2.73,8.87,1417908
Fluggäste,Einsteigende,2008,200802,1259021,1134712,5.74,10.96,1428267
Fluggäste,Einsteigende,2008,200803,1394031,1383396,10.72,0.77,1429153
Fluggäste,Einsteigende,2008,200804,1485695,1401364,6.58,6.02,1436181
Fluggäste,Einsteigende,2008,200805,1578171,1499156,6.22,5.27,1442765
Fluggäste,Einsteigende,2008,200806,1572583,1475259,-0.35,6.6,1450876
Fluggäste,Einsteigende,2008,200807,1600816,1614002,1.8,-0.82,1449777
Fluggäste,Einsteigende,2008,200808,1603650,1610948,0.18,-0.45,1449169
Fluggäste,Einsteigende,2008,200809,1566914,1557587,-2.29,0.6,1449946
Fluggäste,Einsteigende,2008,200810,1553435,1591577,-0.86,-2.4,1446768
Fluggäste,Einsteigende,2008,200811,1274678,1332136,-17.94,-4.31,1441979
Fluggäste,Einsteigende,2008,200812,1138715,1224063,-10.67,-6.97,1434867
Fluggäste,Einsteigende,2007,Summe,16917863,15314437,,10.47,
Fluggäste,Einsteigende,2007,200701,1093663,999601,-3.94,9.41,1284042
Fluggäste,Einsteigende,2007,200702,1134712,1018814,3.75,11.38,1293700
Fluggäste,Einsteigende,2007,200703,1383396,1211978,21.92,14.14,1307985
Fluggäste,Einsteigende,2007,200704,1401364,1270335,1.3,10.31,1318904
Fluggäste,Einsteigende,2007,200705,1499156,1358929,6.98,10.32,1330589
Fluggäste,Einsteigende,2007,200706,1475259,1363296,-1.59,8.21,1339920
Fluggäste,Einsteigende,2007,200707,1614002,1439722,9.4,12.11,1354443
Fluggäste,Einsteigende,2007,200708,1610948,1439072,-0.19,11.94,1368766
Fluggäste,Einsteigende,2007,200709,1557587,1450380,-3.31,7.39,1377700
Fluggäste,Einsteigende,2007,200710,1591577,1412969,2.18,12.64,1392584
Fluggäste,Einsteigende,2007,200711,1332136,1210781,-16.3,10.02,1402697
Fluggäste,Einsteigende,2007,200712,1224063,1138560,-8.11,7.51,1409822
Fluggäste,Einsteigende,2006,Summe,15314437,14233620,,7.59,
Fluggäste,Einsteigende,2006,200601,999601,903638,-2.59,10.62,1194132
Fluggäste,Einsteigende,2006,200602,1018814,936549,1.92,8.78,1200987
Fluggäste,Einsteigende,2006,200603,1211978,1133577,18.96,6.92,1207521
Fluggäste,Einsteigende,2006,200604,1270335,1187596,4.82,6.97,1214416
Fluggäste,Einsteigende,2006,200605,1358929,1242245,6.97,9.39,1224139
Fluggäste,Einsteigende,2006,200606,1363296,1289863,0.32,5.69,1230259
Fluggäste,Einsteigende,2006,200607,1439722,1346756,5.61,6.9,1238006
Fluggäste,Einsteigende,2006,200608,1439072,1365996,-0.05,5.35,1244096
Fluggäste,Einsteigende,2006,200609,1450380,1378988,0.79,5.18,1250045
Fluggäste,Einsteigende,2006,200610,1412969,1319511,-2.58,7.08,1257833
Fluggäste,Einsteigende,2006,200611,1210781,1102743,-14.31,9.8,1266836
Fluggäste,Einsteigende,2006,200612,1138560,1026158,-5.96,10.95,1276203
Fluggäste,Einsteigende,2005,Summe,14233620,13309062,,6.95,
Fluggäste,Einsteigende,2005,200501,903638,844640,-2.86,6.98,1114005
Fluggäste,Einsteigende,2005,200502,936549,927627,3.64,0.96,1114749
Fluggäste,Einsteigende,2005,200503,1133577,1067232,21.04,6.22,1120277
Fluggäste,Einsteigende,2005,200504,1187596,1086547,4.77,9.3,1128698
Fluggäste,Einsteigende,2005,200505,1242245,1187335,4.6,4.62,1133274
Fluggäste,Einsteigende,2005,200506,1289863,1135273,3.83,13.62,1146156
Fluggäste,Einsteigende,2005,200507,1346756,1239347,4.41,8.67,1155107
Fluggäste,Einsteigende,2005,200508,1365996,1280156,1.43,6.71,1162260
Fluggäste,Einsteigende,2005,200509,1378988,1297264,0.95,6.3,1169071
Fluggäste,Einsteigende,2005,200510,1319511,1266499,-4.31,4.19,1173488
Fluggäste,Einsteigende,2005,200511,1102743,1046906,-16.43,5.33,1178142
Fluggäste,Einsteigende,2005,200512,1026158,930236,-6.94,10.31,1186135
Fluggäste,Einsteigende,2004,Summe,13309062,11992336,,10.98,
Fluggäste,Einsteigende,2004,200401,844640,850340,-4.45,-0.67,998886
Fluggäste,Einsteigende,2004,200402,927627,878355,9.83,5.61,1002992
Fluggäste,Einsteigende,2004,200403,1067232,979409,15.05,8.97,1010311
Fluggäste,Einsteigende,2004,200404,1086547,959085,1.81,13.29,1020933
Fluggäste,Einsteigende,2004,200405,1187335,1014262,9.28,17.06,1035356
Fluggäste,Einsteigende,2004,200406,1135273,1039751,-4.38,9.19,1043316
Fluggäste,Einsteigende,2004,200407,1239347,1094176,9.17,13.27,1055413
Fluggäste,Einsteigende,2004,200408,1280156,1108323,3.29,15.5,1069733
Fluggäste,Einsteigende,2004,200409,1297264,1100217,1.34,17.91,1086153
Fluggäste,Einsteigende,2004,200410,1266499,1112311,-2.37,13.86,1099002
Fluggäste,Einsteigende,2004,200411,1046906,972131,-17.34,7.69,1105234
Fluggäste,Einsteigende,2004,200412,930236,883976,-11.14,5.23,1109089
Fluggäste,Einsteigende,2003,Summe,11992336,11464922,,4.6,
Fluggäste,Einsteigende,2003,200301,850340,724183,0.07,17.42,965923
Fluggäste,Einsteigende,2003,200302,878355,790468,3.29,11.12,973247
Fluggäste,Einsteigende,2003,200303,979409,949820,11.5,3.12,975713
Fluggäste,Einsteigende,2003,200304,959085,923111,-2.08,3.9,978711
Fluggäste,Einsteigende,2003,200305,1014262,1000877,5.75,1.34,979826
Fluggäste,Einsteigende,2003,200306,1039751,978180,2.51,6.29,984957
Fluggäste,Einsteigende,2003,200307,1094176,1022247,5.23,7.04,990951
Fluggäste,Einsteigende,2003,200308,1108323,1130887,1.29,-2,989071
Fluggäste,Einsteigende,2003,200309,1100217,1091618,-0.73,0.79,989787
Fluggäste,Einsteigende,2003,200310,1112311,1078206,1.1,3.16,992630
Fluggäste,Einsteigende,2003,200311,972131,925619,-12.6,5.02,996506
Fluggäste,Einsteigende,2003,200312,883976,849706,-9.07,4.03,999361
Fluggäste,Einsteigende,2002,Summe,11464922,11727422,,-2.24,
Fluggäste,Einsteigende,2002,200201,724183,802453,0.34,-9.75,970763
Fluggäste,Einsteigende,2002,200202,790468,831304,9.15,-4.91,967360
Fluggäste,Einsteigende,2002,200203,949820,1008601,20.16,-5.83,962461
Fluggäste,Einsteigende,2002,200204,923111,1043495,-2.81,-11.54,952429
Fluggäste,Einsteigende,2002,200205,1000877,1054222,8.42,-5.06,947984
Fluggäste,Einsteigende,2002,200206,978180,1082730,-2.27,-9.66,939271
Fluggäste,Einsteigende,2002,200207,1022247,1151443,4.5,-11.22,928505
Fluggäste,Einsteigende,2002,200208,1130887,1179305,10.63,-4.11,924470
Fluggäste,Einsteigende,2002,200209,1091618,1063526,-3.47,2.64,926811
Fluggäste,Einsteigende,2002,200210,1078206,973928,-1.23,10.71,935501
Fluggäste,Einsteigende,2002,200211,925619,814659,-14.15,13.62,944748
Fluggäste,Einsteigende,2002,200212,849706,721756,-8.2,17.73,955410
Fluggäste,Einsteigende,2001,Summe,11727422,11471607,,2.23,
Fluggäste,Einsteigende,2001,200101,802453,700787,-1.85,14.51,964439
Fluggäste,Einsteigende,2001,200102,831304,790777,3.6,5.12,967817
Fluggäste,Einsteigende,2001,200103,1008601,931986,21.33,8.22,974201
Fluggäste,Einsteigende,2001,200104,1043495,936795,3.46,11.39,983093
Fluggäste,Einsteigende,2001,200105,1054222,1014129,1.03,3.95,986434
Fluggäste,Einsteigende,2001,200106,1082730,1010960,2.7,7.1,992415
Fluggäste,Einsteigende,2001,200107,1151443,1066135,6.35,8,999524
Fluggäste,Einsteigende,2001,200108,1179305,1114234,2.42,5.84,1004946
Fluggäste,Einsteigende,2001,200109,1063526,1102852,-9.82,-3.57,1001669
Fluggäste,Einsteigende,2001,200110,973928,1069218,-8.42,-8.91,993728
Fluggäste,Einsteigende,2001,200111,814659,916122,-16.35,-11.08,985273
Fluggäste,Einsteigende,2001,200112,721756,817612,-11.4,-11.72,977285
Fluggäste,Einsteigende,2000,Summe,11471607,,,,
Fluggäste,Einsteigende,2000,200001,700787,,,,700787
Fluggäste,Einsteigende,2000,200002,790777,,12.84,,745782
Fluggäste,Einsteigende,2000,200003,931986,,17.86,,807850
Fluggäste,Einsteigende,2000,200004,936795,,0.52,,840086
Fluggäste,Einsteigende,2000,200005,1014129,,8.26,,874895
Fluggäste,Einsteigende,2000,200006,1010960,,-0.31,,897572
Fluggäste,Einsteigende,2000,200007,1066135,,5.46,,921653
Fluggäste,Einsteigende,2000,200008,1114234,,4.51,,945725
Fluggäste,Einsteigende,2000,200009,1102852,,-1.02,,963184
Fluggäste,Einsteigende,2000,200010,1069218,,-3.05,,973787
Fluggäste,Einsteigende,2000,200011,916122,,-14.32,,968545
Fluggäste,Einsteigende,2000,200012,817612,,-10.75,,955967
Fluggäste,insgesamt,2021,Summe,1363486,11113277,,-87.73,
Fluggäste,insgesamt,2021,202101,199976,3171067,-18.25,-93.69,678516
Fluggäste,insgesamt,2021,202102,137845,2987351,-31.07,-95.39,441057
Fluggäste,insgesamt,2021,202103,231460,1328393,67.91,-82.58,349646
Fluggäste,insgesamt,2021,202104,295177,22460,27.53,1214.23,372372
Fluggäste,insgesamt,2021,202105,499028,39260,69.06,1171.09,410686
Fluggäste,insgesamt,2021,202106,,219937,,,
Fluggäste,insgesamt,2021,202107,,666644,,,
Fluggäste,insgesamt,2021,202108,,875362,,,
Fluggäste,insgesamt,2021,202109,,730403,,,
Fluggäste,insgesamt,2021,202110,,582034,,,
Fluggäste,insgesamt,2021,202111,,245737,,,
Fluggäste,insgesamt,2021,202112,,244629,,,
Fluggäste,insgesamt,2020,Summe,11113277,47941348,,-76.82,
Fluggäste,insgesamt,2020,202001,3171067,3093803,-6.6,2.5,4001551
Fluggäste,insgesamt,2020,202002,2987351,3065417,-5.79,-2.55,3995046
Fluggäste,insgesamt,2020,202003,1328393,3802622,-55.53,-65.07,3788860
Fluggäste,insgesamt,2020,202004,22460,4015653,-98.31,-99.44,3456094
Fluggäste,insgesamt,2020,202005,39260,4300560,74.8,-99.09,3100985
Fluggäste,insgesamt,2020,202006,219937,4466665,460.21,-95.08,2747091
Fluggäste,insgesamt,2020,202007,666644,4689225,203.11,-85.78,2411876
Fluggäste,insgesamt,2020,202008,875362,4554685,31.31,-80.78,2105266
Fluggäste,insgesamt,2020,202009,730403,4604566,-16.56,-84.14,1782419
Fluggäste,insgesamt,2020,202010,582034,4440944,-20.31,-86.89,1460843
Fluggäste,insgesamt,2020,202011,245737,3512129,-57.78,-93,1188644
Fluggäste,insgesamt,2020,202012,244629,3395079,-0.45,-92.79,926106
Fluggäste,insgesamt,2019,Summe,47941348,46253623,,3.65,
Fluggäste,insgesamt,2019,201901,3093803,2948434,-6.82,4.93,3866583
Fluggäste,insgesamt,2019,201902,3065417,2957831,-0.92,3.64,3875548
Fluggäste,insgesamt,2019,201903,3802622,3677691,24.05,3.4,3885959
Fluggäste,insgesamt,2019,201904,4015653,3797667,5.6,5.74,3904125
Fluggäste,insgesamt,2019,201905,4300560,4079257,7.09,5.43,3922567
Fluggäste,insgesamt,2019,201906,4466665,4250434,3.86,5.09,3940586
Fluggäste,insgesamt,2019,201907,4689225,4460715,4.98,5.12,3959628
Fluggäste,insgesamt,2019,201908,4554685,4387220,-2.87,3.82,3973584
Fluggäste,insgesamt,2019,201909,4604566,4489792,1.1,2.56,3983148
Fluggäste,insgesamt,2019,201910,4440944,4353999,-3.55,2,3990394
Fluggäste,insgesamt,2019,201911,3512129,3530332,-20.91,-0.52,3988877
Fluggäste,insgesamt,2019,201912,3395079,3320251,-3.33,2.25,3995112
Fluggäste,insgesamt,2018,Summe,46253623,44577241,,3.76,
Fluggäste,insgesamt,2018,201801,2948434,2920604,-5.14,0.95,3717089
Fluggäste,insgesamt,2018,201802,2957831,2950566,0.32,0.25,3717695
Fluggäste,insgesamt,2018,201803,3677691,3526769,24.34,4.28,3730272
Fluggäste,insgesamt,2018,201804,3797667,3721774,3.26,2.04,3736596
Fluggäste,insgesamt,2018,201805,4079257,3937564,7.41,3.6,3748404
Fluggäste,insgesamt,2018,201806,4250434,4078651,4.2,4.21,3762719
Fluggäste,insgesamt,2018,201807,4460715,4369026,4.95,2.1,3770360
Fluggäste,insgesamt,2018,201808,4387220,4208208,-1.65,4.25,3785277
Fluggäste,insgesamt,2018,201809,4489792,4370537,2.34,2.73,3795215
Fluggäste,insgesamt,2018,201810,4353999,4052956,-3.02,7.43,3820302
Fluggäste,insgesamt,2018,201811,3530332,3332349,-18.92,5.94,3836801
Fluggäste,insgesamt,2018,201812,3320251,3108237,-5.95,6.82,3854469
Fluggäste,insgesamt,2017,Summe,44577241,42261309,,5.48,
Fluggäste,insgesamt,2017,201701,2920604,2741831,-4.36,6.52,3536674
Fluggäste,insgesamt,2017,201702,2950566,2840946,1.03,3.86,3545809
Fluggäste,insgesamt,2017,201703,3526769,3339646,19.53,5.6,3561402
Fluggäste,insgesamt,2017,201704,3721774,3379676,5.53,10.12,3589910
Fluggäste,insgesamt,2017,201705,3937564,3696024,5.8,6.54,3610039
Fluggäste,insgesamt,2017,201706,4078651,3857895,3.58,5.72,3628435
Fluggäste,insgesamt,2017,201707,4369026,4119082,7.12,6.07,3649264
Fluggäste,insgesamt,2017,201708,4208208,3989705,-3.68,5.48,3667472
Fluggäste,insgesamt,2017,201709,4370537,4195434,3.86,4.17,3682064
Fluggäste,insgesamt,2017,201710,4052956,3969025,-7.27,2.11,3689058
Fluggäste,insgesamt,2017,201711,3332349,3078438,-17.78,8.25,3710218
Fluggäste,insgesamt,2017,201712,3108237,3053607,-6.73,1.79,3714770
Fluggäste,insgesamt,2016,Summe,42261309,40981522,,3.12,
Fluggäste,insgesamt,2016,201601,2741831,2699925,-3.09,1.55,3418619
Fluggäste,insgesamt,2016,201602,2840946,2711775,3.61,4.76,3429383
Fluggäste,insgesamt,2016,201603,3339646,3248360,17.55,2.81,3436990
Fluggäste,insgesamt,2016,201604,3379676,3328186,1.2,1.55,3441281
Fluggäste,insgesamt,2016,201605,3696024,3676627,9.36,0.53,3442898
Fluggäste,insgesamt,2016,201606,3857895,3751614,4.38,2.83,3451754
Fluggäste,insgesamt,2016,201607,4119082,3938697,6.77,4.58,3466787
Fluggäste,insgesamt,2016,201608,3989705,3957207,-3.14,0.82,3469495
Fluggäste,insgesamt,2016,201609,4195434,3955791,5.16,6.06,3489465
Fluggäste,insgesamt,2016,201610,3969025,3871793,-5.4,2.51,3497568
Fluggäste,insgesamt,2016,201611,3078438,3012207,-22.44,2.2,3503087
Fluggäste,insgesamt,2016,201612,3053607,2829340,-0.81,7.93,3521776
Fluggäste,insgesamt,2015,Summe,40981522,39700515,,3.23,
Fluggäste,insgesamt,2015,201501,2699925,2609897,-3.31,3.45,3315879
Fluggäste,insgesamt,2015,201502,2711775,2671711,0.44,1.5,3319217
Fluggäste,insgesamt,2015,201503,3248360,3169774,19.79,2.48,3325766
Fluggäste,insgesamt,2015,201504,3328186,3137286,2.46,6.08,3341674
Fluggäste,insgesamt,2015,201505,3676627,3516690,10.47,4.55,3355003
Fluggäste,insgesamt,2015,201506,3751614,3648738,2.04,2.82,3363576
Fluggäste,insgesamt,2015,201507,3938697,3781071,4.99,4.17,3376711
Fluggäste,insgesamt,2015,201508,3957207,3752434,0.47,5.46,3393775
Fluggäste,insgesamt,2015,201509,3955791,3840606,-0.04,3,3403374
Fluggäste,insgesamt,2015,201510,3871793,3656363,-2.12,5.89,3421327
Fluggäste,insgesamt,2015,201511,3012207,3123619,-22.2,-3.57,3412042
Fluggäste,insgesamt,2015,201512,2829340,2792326,-6.07,1.33,3415127
Fluggäste,insgesamt,2014,Summe,39700515,38672644,,2.66,
Fluggäste,insgesamt,2014,201401,2609897,2585261,-4.17,0.95,3224773
Fluggäste,insgesamt,2014,201402,2671711,2643848,2.37,1.05,3227095
Fluggäste,insgesamt,2014,201403,3169774,3204058,18.64,-1.07,3224238
Fluggäste,insgesamt,2014,201404,3137286,3148290,-1.02,-0.35,3223321
Fluggäste,insgesamt,2014,201405,3516690,3447665,12.09,2,3229073
Fluggäste,insgesamt,2014,201406,3648738,3547227,3.75,2.86,3237533
Fluggäste,insgesamt,2014,201407,3781071,3626290,3.63,4.27,3250431
Fluggäste,insgesamt,2014,201408,3752434,3568323,-0.76,5.16,3265774
Fluggäste,insgesamt,2014,201409,3840606,3663802,2.35,4.83,3280507
Fluggäste,insgesamt,2014,201410,3656363,3538470,-4.8,3.33,3290332
Fluggäste,insgesamt,2014,201411,3123619,2976014,-14.57,4.96,3302632
Fluggäste,insgesamt,2014,201412,2792326,2723396,-10.61,2.53,3308376
Fluggäste,insgesamt,2013,Summe,38672644,38360604,,0.81,
Fluggäste,insgesamt,2013,201301,2585261,2655033,-5.16,-2.63,3190903
Fluggäste,insgesamt,2013,201302,2643848,2658037,2.27,-0.53,3189720
Fluggäste,insgesamt,2013,201303,3204058,3143780,21.19,1.92,3194743
Fluggäste,insgesamt,2013,201304,3148290,3163428,-1.74,-0.48,3193482
Fluggäste,insgesamt,2013,201305,3447665,3443340,9.51,0.13,3193842
Fluggäste,insgesamt,2013,201306,3547227,3461036,2.89,2.49,3201025
Fluggäste,insgesamt,2013,201307,3626290,3608003,2.23,0.51,3202549
Fluggäste,insgesamt,2013,201308,3568323,3461813,-1.6,3.08,3211425
Fluggäste,insgesamt,2013,201309,3663802,3570183,2.68,2.62,3219226
Fluggäste,insgesamt,2013,201310,3538470,3485678,-3.42,1.51,3223626
Fluggäste,insgesamt,2013,201311,2976014,2984397,-15.9,-0.28,3222927
Fluggäste,insgesamt,2013,201312,2723396,2725876,-8.49,-0.09,3222720
Fluggäste,insgesamt,2012,Summe,38360604,37763701,,1.58,
Fluggäste,insgesamt,2012,201201,2655033,2566572,-4.77,3.45,3154347
Fluggäste,insgesamt,2012,201202,2658037,2505148,0.11,6.1,3167088
Fluggäste,insgesamt,2012,201203,3143780,2967129,18.27,5.95,3181809
Fluggäste,insgesamt,2012,201204,3163428,3089335,0.62,2.4,3187983
Fluggäste,insgesamt,2012,201205,3443340,3416351,8.85,0.79,3190232
Fluggäste,insgesamt,2012,201206,3461036,3391473,0.51,2.05,3196029
Fluggäste,insgesamt,2012,201207,3608003,3629125,4.25,-0.58,3194269
Fluggäste,insgesamt,2012,201208,3461813,3421146,-4.05,1.19,3197658
Fluggäste,insgesamt,2012,201209,3570183,3570607,3.13,-0.01,3197622
Fluggäste,insgesamt,2012,201210,3485678,3423441,-2.37,1.82,3202809
Fluggäste,insgesamt,2012,201211,2984397,2995212,-14.38,-0.36,3201908
Fluggäste,insgesamt,2012,201212,2725876,2788162,-8.66,-2.23,3196717
Fluggäste,insgesamt,2011,Summe,37763701,34721605,,8.76,
Fluggäste,insgesamt,2011,201101,2566572,2148380,1.56,19.47,2928316
Fluggäste,insgesamt,2011,201102,2505148,2167759,-2.39,15.56,2956432
Fluggäste,insgesamt,2011,201103,2967129,2874545,18.44,3.22,2964148
Fluggäste,insgesamt,2011,201104,3089335,2338597,4.12,32.1,3026709
Fluggäste,insgesamt,2011,201105,3416351,3074830,10.59,11.11,3055169
Fluggäste,insgesamt,2011,201106,3391473,3214179,-0.73,5.52,3069944
Fluggäste,insgesamt,2011,201107,3629125,3378217,7.01,7.43,3090853
Fluggäste,insgesamt,2011,201108,3421146,3268406,-5.73,4.67,3103581
