"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","73,01","","","","","","","","","","","2005","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,04","","","","","","","","","","","2005","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,07","","","","","","","","","","","2005","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,05","","","","","","","","","","","2005","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,85","","","","","","","","","","","2005","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,13","","","","","","","","","","","2005","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,77","","","","","","","","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,82","","","","","","","","","","","2005","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,83","","","","","","","","","","","2005","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","92,28","","","","","","","","","","","2005","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,34","","","","","","","","","","","2005","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,94","","","","","","","","","","","2005","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,44","","","","","","","","","","","2005","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,29","","","","","","","","","","","2005","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,38","","","","","","","","","","","2005","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,57","","","","","","","","","","","2005","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,78","","","","","","","","","","","2005","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,63","","","","","","","","","","","2005","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,73","","","","","","","","","","","2005","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,65","","","","","","","","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,42","","","","","","","","","","","2005","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,12","","","","","","","","","","","2005","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,93","","","","","","","","","","","2005","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,68","","","","","","","","","","","2005","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,62","","","","","","","","","","","2005","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,5","","","","","","","","","","","2005","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,66","","","","","","","","","","","2005","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,71","","","","","","","","","","","2005","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,01","","","","","","","","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,96","","","","","","","","","","","2005","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,6","","","","","","","","","","","2005","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,28","","","","","","","","","","","2005","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,64","","","","","","","","","","","2005","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,71","","","","","","","","","","","2005","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","85","","","","","","","","","","","2005","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,33","","","","","","","","","","","2005","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,52","","","","","","","","","","","2005","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,98","","","","","","","","","","","2005","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,84","","","","","","","","","","","2005","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","79,43","","","","","","","","","","","2005","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,85","","","","","","","","","","","2005","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,1","","","","","","","","","","","2005","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,52","","","","","","","","","","","2005","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,34","","","","","","","","","","","2005","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,84","","","","","","","","","","","2005","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,2","","","","","","","","","","","2005","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,6","","","","","","","","","","","2005","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,63","","","","","","","","","","","2005","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","84,07","","","","","","","","","","","2005","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,92","","","","","","","","","","","2005","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,56","","","","","","","","","","","2005","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,71","","","","","","","","","","","2005","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","79,01","","","","","","","","","","","2005","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,51","","","","","","","","","","","2005","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","71,6","","","","","","","","","","","2005","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,67","","","","","","","","","","","2005","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,53","","","","","","","","","","","2005","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,17","","","","","","","","","","","2005","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,58","","","","","","","","","","","2005","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,9","","","","","","","","","","","2005","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,64","","","","","","","","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,29","","","","","","","","","","","2005","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","88,48","","","","","","","","","","","2005","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","76,81","","","","","","","","","","","2005","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,38","","","","","","","","","","","2005","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,35","","","","","","","","","","","2005","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,24","","","","","","","","","","","2005","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,83","","","","","","","","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,52","","","","","","","","","","","2005","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,17","","","","","","","","","","","2005","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,61","","","","","","","","","","","2005","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,78","","","","","","","","","","","2005","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","82,79","","","","","","","","","","","2005","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,62","","","","","","","","","","","2005","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,58","","","","","","","","","","","2005","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,5","","","","","","","","","","","2005","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,99","","","","","","","","","","","2005","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","83,87","","","","","","","","","","","2005","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,58","","","","","","","","","","","2005","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,77","","","","","","","","","","","2005","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","80,37","","","","","","","","","","","2005","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,81","","","","","","","","","","","2005","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,43","","","","","","","","","","","2005","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,5","","","","","","","","","","","2005","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,45","","","","","","","","","","","2005","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,78","","","","","","","","","","","2005","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,65","","","","","","","","","","","2005","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,58","","","","","","","","","","","2005","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,55","","","","","","","","","","","2005","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,58","","","","","","","","","","","2005","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,41","","","","","","","","","","","2005","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,08","","","","","","","","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,98","","","","","","","","","","","2005","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,94","","","","","","","","","","","2005","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","79,54","","","","","","","","","","","2005","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,19","","","","","","","","","","","2005","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,64","","","","","","","","","","","2005","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,84","","","","","","","","","","","2005","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,29","","","","","","","","","","","2005","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,46","","","","","","","","","","","2005","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,19","","","","","","","","","","","2005","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,61","","","","","","","","","","","2005","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,76","","","","","","","","","","","2005","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","79,69","","","","","","","","","","","2005","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,19","","","","","","","","","","","2005","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,71","","","","","","","","","","","2005","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,75","","","","","","","","","","","2005","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,08","","","","","","","","","","","2005","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,79","","","","","","","","","","","2005","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,26","","","","","","","","","","","2005","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,03","","","","","","","","","","","2005","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,92","","","","","","","","","","","2005","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","77,52","","","","","","","","","","","2006","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","91,03","","","","","","","","","","","2006","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","79,44","","","","","","","","","","","2006","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","82,07","","","","","","","","","","","2006","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,46","","","","","","","","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,55","","","","","","","","","","","2006","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,54","","","","","","","","","","","2006","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","75,16","","","","","","","","","","","2006","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,42","","","","","","","","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","92,32","","","","","","","","","","","2006","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","73,05","","","","","","","","","","","2006","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,37","","","","","","","","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","89","","","","","","","","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","77,03","","","","","","","","","","","2006","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","82,33","","","","","","","","","","","2006","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,09","","","","","","","","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","80,13","","","","","","","","","","","2006","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,48","","","","","","","","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,91","","","","","","","","","","","2006","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","76,62","","","","","","","","","","","2006","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,32","","","","","","","","","","","2006","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,16","","","","","","","","","","","2006","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,41","","","","","","","","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","76,39","","","","","","","","","","","2006","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","81,05","","","","","","","","","","","2006","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","79,42","","","","","","","","","","","2006","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,46","","","","","","","","","","","2006","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","83,24","","","","","","","","","","","2006","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,55","","","","","","","","","","","2006","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","75,66","","","","","","","","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,64","","","","","","","","","","","2006","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","85,93","","","","","","","","","","","2006","Stadtbezirk","4","04 Schwabing - West"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,51","","","","","","","","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","78,39","","","","","","","","","","","2006","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,03","","","","","","","","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","87,43","","","","","","","","","","","2006","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","79,43","","","","","","","","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","77,56","","","","","","","","","","","2006","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,6","","","","","","","","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,03","","","","","","","","","","","2006","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,39","","","","","","","","","","","2006","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,41","","","","","","","","","","","2006","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,97","","","","","","","","","","","2006","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","78,08","","","","","","","","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","81,81","","","","","","","","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","81","","","","","","","","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,76","","","","","","","","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","81,31","","","","","","","","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","86,68","","","","","","","","","","","2006","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,72","","","","","","","","","","","2006","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","89,66","","","","","","","","","","","2006","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","79,67","","","","","","","","","","","2006","Stadtbezirk","12","12 Schwabing - Freimann"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","80,11","","","","","","","","","","","2006","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","82,22","","","","","","","","","","","2006","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","84,13","","","","","","","","","","","2006","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","90,95","","","","","","","","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-ausländisch","85,21","","","","","","","","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","78,71","","","","","","","","","","","2006","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","83,6","","","","","","","","","","","2006","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","78,79","","","","","","","","","","","2006","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","74,64","","","","","","","","","","","2006","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","72,27","","","","","","","","","","","2006","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","84,8","","","","","","","","","","","2006","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mittlere Lebenserwartung","männlich-gesamt","80,83","","","","","","","","","","","2006","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","85,52","","","","","","","","","","","2006","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","84,81","","","","","","","","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","81,35","","","","","","","","","","","2006","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-gesamt","80,63","","","","","","","","","","","2006","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-deutsch","83,28","","","","","","","","","","","2006","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","74,2","","","","","","","","","","","2006","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mittlere Lebenserwartung","männlich-deutsch","71,37","","","","","","","","","","","2006","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mittlere Lebenserwartung","weiblich-ausländisch","81,01","","","","","","","","","","","2006","Stadtbezirk","1","01 Altstadt - Lehel"
